时间	CPU百分比	内存百分比	磁盘百分比	发送字节数	接收字节数
2020-12-15 18:49:35	15.9	svmem(total=17095811072, available=10452197376, percent=38.9, used=6643613696, free=10452197376)	72.6	958081377	10216105886
2020-12-15 18:49:38	15.1	svmem(total=17095811072, available=10451529728, percent=38.9, used=6644281344, free=10451529728)	72.6	958086409	10216116898
2020-12-15 18:49:41	13.1	svmem(total=17095811072, available=10484764672, percent=38.7, used=6611046400, free=10484764672)	72.6	958106776	10216130737
2020-12-15 18:49:44	7.8	svmem(total=17095811072, available=10511077376, percent=38.5, used=6584733696, free=10511077376)	72.6	958176008	10216563073
2020-12-15 18:49:47	2.5	svmem(total=17095811072, available=10462613504, percent=38.8, used=6633197568, free=10462613504)	72.6	958182536	10216573659
2020-12-15 18:49:50	12.1	svmem(total=17095811072, available=10402439168, percent=39.2, used=6693371904, free=10402439168)	72.6	958188163	10216605424
2020-12-15 18:49:53	5.7	svmem(total=17095811072, available=10406653952, percent=39.1, used=6689157120, free=10406653952)	72.6	958193417	10216630048
2020-12-15 18:49:56	9.2	svmem(total=17095811072, available=10421760000, percent=39.0, used=6674051072, free=10421760000)	72.6	958278056	10220024852
2020-12-15 18:49:59	4.0	svmem(total=17095811072, available=10420768768, percent=39.0, used=6675042304, free=10420768768)	72.6	958307498	10221272442
2020-12-15 18:50:02	5.5	svmem(total=17095811072, available=10424483840, percent=39.0, used=6671327232, free=10424483840)	72.6	958309466	10221317421
2020-12-15 18:50:05	6.4	svmem(total=17095811072, available=10421436416, percent=39.0, used=6674374656, free=10421436416)	72.6	958312665	10221325085
2020-12-15 18:50:08	5.0	svmem(total=17095811072, available=10396020736, percent=39.2, used=6699790336, free=10396020736)	72.6	958321684	10221355881
2020-12-15 18:50:11	7.6	svmem(total=17095811072, available=10384547840, percent=39.3, used=6711263232, free=10384547840)	72.6	958344650	10221660872
2020-12-15 18:50:14	7.6	svmem(total=17095811072, available=10363879424, percent=39.4, used=6731931648, free=10363879424)	72.6	958452988	10224989964
2020-12-15 18:50:17	5.4	svmem(total=17095811072, available=10352205824, percent=39.4, used=6743605248, free=10352205824)	72.6	958455993	10224998858
2020-12-15 18:50:20	4.8	svmem(total=17095811072, available=10360848384, percent=39.4, used=6734962688, free=10360848384)	72.6	958457513	10225005184
2020-12-15 18:50:23	4.3	svmem(total=17095811072, available=10362241024, percent=39.4, used=6733570048, free=10362241024)	72.6	958459546	10225014281
2020-12-15 18:50:26	2.4	svmem(total=17095811072, available=10362355712, percent=39.4, used=6733455360, free=10362355712)	72.6	958461005	10225026894
2020-12-15 18:50:29	5.2	svmem(total=17095811072, available=10362798080, percent=39.4, used=6733012992, free=10362798080)	72.6	958463717	10225037584
2020-12-15 18:50:32	11.2	svmem(total=17095811072, available=10309505024, percent=39.7, used=6786306048, free=10309505024)	72.6	958518080	10225290896
2020-12-15 18:50:35	9.1	svmem(total=17095811072, available=10311970816, percent=39.7, used=6783840256, free=10311970816)	72.6	958520525	10225298212
2020-12-15 18:50:38	7.3	svmem(total=17095811072, available=10322481152, percent=39.6, used=6773329920, free=10322481152)	72.6	958525878	10225309568
2020-12-15 18:50:41	7.5	svmem(total=17095811072, available=10321494016, percent=39.6, used=6774317056, free=10321494016)	72.6	958529496	10225328516
2020-12-15 18:50:44	10.1	svmem(total=17095811072, available=10321485824, percent=39.6, used=6774325248, free=10321485824)	72.6	958541321	10225354841
2020-12-15 18:50:47	8.1	svmem(total=17095811072, available=10321301504, percent=39.6, used=6774509568, free=10321301504)	72.6	958545025	10225367080
2020-12-15 18:50:50	6.6	svmem(total=17095811072, available=10325438464, percent=39.6, used=6770372608, free=10325438464)	72.6	958546336	10225376482
2020-12-15 18:50:54	7.4	svmem(total=17095811072, available=10363322368, percent=39.4, used=6732488704, free=10363322368)	72.6	958547314	10225384303
2020-12-15 18:50:57	7.1	svmem(total=17095811072, available=10365874176, percent=39.4, used=6729936896, free=10365874176)	72.6	958547854	10225403155
2020-12-15 18:51:00	8.6	svmem(total=17095811072, available=10400337920, percent=39.2, used=6695473152, free=10400337920)	72.6	958548694	10225415427
2020-12-15 18:51:03	8.7	svmem(total=17095811072, available=10400423936, percent=39.2, used=6695387136, free=10400423936)	72.6	958549860	10225427856
2020-12-15 18:51:06	8.9	svmem(total=17095811072, available=10400972800, percent=39.2, used=6694838272, free=10400972800)	72.6	958550700	10225434365
2020-12-15 18:51:09	8.3	svmem(total=17095811072, available=10402394112, percent=39.2, used=6693416960, free=10402394112)	72.6	958552218	10225441824
2020-12-15 18:51:12	13.2	svmem(total=17095811072, available=10591629312, percent=38.0, used=6504181760, free=10591629312)	72.6	958560709	10225459186
2020-12-15 18:51:15	7.0	svmem(total=17095811072, available=10590011392, percent=38.1, used=6505799680, free=10590011392)	72.6	958568767	10225475038
2020-12-15 18:51:18	7.6	svmem(total=17095811072, available=10592481280, percent=38.0, used=6503329792, free=10592481280)	72.6	958571767	10225485985
2020-12-15 18:51:21	6.5	svmem(total=17095811072, available=10591215616, percent=38.0, used=6504595456, free=10591215616)	72.6	958572487	10225496731
2020-12-15 18:51:24	5.9	svmem(total=17095811072, available=10594004992, percent=38.0, used=6501806080, free=10594004992)	72.6	958573212	10225504974
2020-12-15 18:51:27	6.4	svmem(total=17095811072, available=10591170560, percent=38.0, used=6504640512, free=10591170560)	72.6	958574450	10225517112
2020-12-15 18:51:30	7.1	svmem(total=17095811072, available=10590093312, percent=38.1, used=6505717760, free=10590093312)	72.6	958575650	10225527374
2020-12-15 18:51:33	5.6	svmem(total=17095811072, available=10604969984, percent=38.0, used=6490841088, free=10604969984)	72.6	958577056	10225540164
2020-12-15 18:51:36	8.7	svmem(total=17095811072, available=10605543424, percent=38.0, used=6490267648, free=10605543424)	72.6	958579068	10225548143
2020-12-15 18:51:39	5.8	svmem(total=17095811072, available=10605621248, percent=38.0, used=6490189824, free=10605621248)	72.6	958581082	10225556768
2020-12-15 18:51:42	4.4	svmem(total=17095811072, available=10605539328, percent=38.0, used=6490271744, free=10605539328)	72.6	958585230	10225564990
2020-12-15 18:51:45	5.5	svmem(total=17095811072, available=10610823168, percent=37.9, used=6484987904, free=10610823168)	72.6	958586944	10225575164
2020-12-15 18:51:48	8.2	svmem(total=17095811072, available=10611318784, percent=37.9, used=6484492288, free=10611318784)	72.6	958590424	10225582848
2020-12-15 18:51:51	6.8	svmem(total=17095811072, available=10613071872, percent=37.9, used=6482739200, free=10613071872)	72.6	958591175	10225587602
2020-12-15 18:51:54	5.3	svmem(total=17095811072, available=10613518336, percent=37.9, used=6482292736, free=10613518336)	72.6	958591604	10225595078
2020-12-15 18:51:57	6.1	svmem(total=17095811072, available=10613665792, percent=37.9, used=6482145280, free=10613665792)	72.6	958607219	10225621120
2020-12-15 18:52:00	8.1	svmem(total=17095811072, available=10614296576, percent=37.9, used=6481514496, free=10614296576)	72.6	958610481	10225637953
2020-12-15 18:52:03	7.8	svmem(total=17095811072, available=10614718464, percent=37.9, used=6481092608, free=10614718464)	72.6	958612292	10225649760
2020-12-15 18:52:06	5.5	svmem(total=17095811072, available=10614431744, percent=37.9, used=6481379328, free=10614431744)	72.6	958614053	10225667435
2020-12-15 18:52:09	6.2	svmem(total=17095811072, available=10614472704, percent=37.9, used=6481338368, free=10614472704)	72.6	958617527	10225701153
2020-12-15 18:52:12	7.7	svmem(total=17095811072, available=10614505472, percent=37.9, used=6481305600, free=10614505472)	72.6	958622086	10225711467
2020-12-15 18:52:15	9.1	svmem(total=17095811072, available=10616782848, percent=37.9, used=6479028224, free=10616782848)	72.6	958622689	10225717867
2020-12-15 18:52:18	5.1	svmem(total=17095811072, available=10616889344, percent=37.9, used=6478921728, free=10616889344)	72.6	958625601	10225727084
2020-12-15 18:52:21	8.1	svmem(total=17095811072, available=10618445824, percent=37.9, used=6477365248, free=10618445824)	72.6	958626504	10225733330
2020-12-15 18:52:24	6.0	svmem(total=17095811072, available=10618687488, percent=37.9, used=6477123584, free=10618687488)	72.6	958626867	10225739623
2020-12-15 18:52:27	5.8	svmem(total=17095811072, available=10618679296, percent=37.9, used=6477131776, free=10618679296)	72.6	958628331	10225748477
2020-12-15 18:52:30	6.5	svmem(total=17095811072, available=10618527744, percent=37.9, used=6477283328, free=10618527744)	72.6	958630226	10225757238
2020-12-15 18:52:33	5.3	svmem(total=17095811072, available=10618703872, percent=37.9, used=6477107200, free=10618703872)	72.6	958633093	10225765832
2020-12-15 18:52:36	7.3	svmem(total=17095811072, available=10619539456, percent=37.9, used=6476271616, free=10619539456)	72.6	958634279	10225772811
2020-12-15 18:52:39	6.5	svmem(total=17095811072, available=10618998784, percent=37.9, used=6476812288, free=10618998784)	72.6	958641204	10225785283
2020-12-15 18:52:42	5.4	svmem(total=17095811072, available=10618978304, percent=37.9, used=6476832768, free=10618978304)	72.6	958645404	10225796273
2020-12-15 18:52:45	5.2	svmem(total=17095811072, available=10619179008, percent=37.9, used=6476632064, free=10619179008)	72.6	958648545	10225806099
2020-12-15 18:52:48	8.7	svmem(total=17095811072, available=10619719680, percent=37.9, used=6476091392, free=10619719680)	72.6	958651511	10225819816
2020-12-15 18:52:51	10.5	svmem(total=17095811072, available=10587422720, percent=38.1, used=6508388352, free=10587422720)	72.6	958660162	10225846141
2020-12-15 18:52:54	5.0	svmem(total=17095811072, available=10587140096, percent=38.1, used=6508670976, free=10587140096)	72.6	958661286	10225855537
2020-12-15 18:52:57	6.2	svmem(total=17095811072, available=10587152384, percent=38.1, used=6508658688, free=10587152384)	72.6	958663064	10225871589
2020-12-15 18:53:01	7.7	svmem(total=17095811072, available=10607800320, percent=38.0, used=6488010752, free=10607800320)	72.6	958671395	10225885609
2020-12-15 18:53:04	6.6	svmem(total=17095811072, available=10608422912, percent=37.9, used=6487388160, free=10608422912)	72.6	958674205	10225894415
2020-12-15 18:53:07	6.3	svmem(total=17095811072, available=10609577984, percent=37.9, used=6486233088, free=10609577984)	72.6	958675045	10225903830
2020-12-15 18:53:10	9.9	svmem(total=17095811072, available=10609549312, percent=37.9, used=6486261760, free=10609549312)	72.6	958677808	10225912364
2020-12-15 18:53:13	6.1	svmem(total=17095811072, available=10608066560, percent=37.9, used=6487744512, free=10608066560)	72.6	958682458	10225925175
2020-12-15 18:53:16	5.9	svmem(total=17095811072, available=10609078272, percent=37.9, used=6486732800, free=10609078272)	72.6	958683178	10225931893
2020-12-15 18:53:19	5.2	svmem(total=17095811072, available=10609074176, percent=37.9, used=6486736896, free=10609074176)	72.6	958685338	10225939438
2020-12-15 18:53:22	6.9	svmem(total=17095811072, available=10610081792, percent=37.9, used=6485729280, free=10610081792)	72.6	958686478	10225952082
2020-12-15 18:53:25	6.0	svmem(total=17095811072, available=10617282560, percent=37.9, used=6478528512, free=10617282560)	72.6	958687184	10225970713
2020-12-15 18:53:28	9.2	svmem(total=17095811072, available=10617475072, percent=37.9, used=6478336000, free=10617475072)	72.6	958689068	10225988318
2020-12-15 18:53:31	11.7	svmem(total=17095811072, available=10622357504, percent=37.9, used=6473453568, free=10622357504)	72.6	958725528	10226609625
2020-12-15 18:53:34	7.7	svmem(total=17095811072, available=10598449152, percent=38.0, used=6497361920, free=10598449152)	72.6	958767074	10226743116
2020-12-15 18:53:37	7.2	svmem(total=17095811072, available=10601512960, percent=38.0, used=6494298112, free=10601512960)	72.6	958768034	10226756872
2020-12-15 18:53:40	6.8	svmem(total=17095811072, available=10602876928, percent=38.0, used=6492934144, free=10602876928)	72.6	958769962	10226768896
2020-12-15 18:53:43	6.6	svmem(total=17095811072, available=10603302912, percent=38.0, used=6492508160, free=10603302912)	72.6	958774183	10226779617
2020-12-15 18:53:46	9.5	svmem(total=17095811072, available=10586890240, percent=38.1, used=6508920832, free=10586890240)	72.6	958788218	10226794424
2020-12-15 18:53:49	8.3	svmem(total=17095811072, available=10586705920, percent=38.1, used=6509105152, free=10586705920)	72.6	958791166	10226803236
2020-12-15 18:53:52	17.1	svmem(total=17095811072, available=10577227776, percent=38.1, used=6518583296, free=10577227776)	72.6	958993648	10233466238
2020-12-15 18:53:55	11.4	svmem(total=17095811072, available=10574389248, percent=38.1, used=6521421824, free=10574389248)	72.6	959067505	10235318281
2020-12-15 18:53:58	5.5	svmem(total=17095811072, available=10578219008, percent=38.1, used=6517592064, free=10578219008)	72.6	959068648	10235330011
2020-12-15 18:54:01	6.6	svmem(total=17095811072, available=10591764480, percent=38.0, used=6504046592, free=10591764480)	72.6	959070180	10235336906
2020-12-15 18:54:04	7.1	svmem(total=17095811072, available=10592374784, percent=38.0, used=6503436288, free=10592374784)	72.6	959072282	10235343399
2020-12-15 18:54:07	6.1	svmem(total=17095811072, available=10589450240, percent=38.1, used=6506360832, free=10589450240)	72.6	959085589	10235363867
2020-12-15 18:54:10	7.0	svmem(total=17095811072, available=10589450240, percent=38.1, used=6506360832, free=10589450240)	72.6	959088593	10235378928
2020-12-15 18:54:13	6.2	svmem(total=17095811072, available=10590081024, percent=38.1, used=6505730048, free=10590081024)	72.6	959101816	10235395642
2020-12-15 18:54:16	7.1	svmem(total=17095811072, available=10597310464, percent=38.0, used=6498500608, free=10597310464)	72.6	959102811	10235403390
2020-12-15 18:54:19	7.2	svmem(total=17095811072, available=10597380096, percent=38.0, used=6498430976, free=10597380096)	72.6	959106143	10235412532
2020-12-15 18:54:22	7.1	svmem(total=17095811072, available=10598256640, percent=38.0, used=6497554432, free=10598256640)	72.6	959106626	10235421732
2020-12-15 18:54:25	7.7	svmem(total=17095811072, available=10598547456, percent=38.0, used=6497263616, free=10598547456)	72.6	959108433	10235430858
2020-12-15 18:54:28	6.8	svmem(total=17095811072, available=10602586112, percent=38.0, used=6493224960, free=10602586112)	72.6	959109837	10235441127
2020-12-15 18:54:31	6.8	svmem(total=17095811072, available=10602590208, percent=38.0, used=6493220864, free=10602590208)	72.6	959110560	10235449701
2020-12-15 18:54:34	6.4	svmem(total=17095811072, available=10607222784, percent=38.0, used=6488588288, free=10607222784)	72.6	959112061	10235459910
2020-12-15 18:54:37	5.7	svmem(total=17095811072, available=10607460352, percent=38.0, used=6488350720, free=10607460352)	72.6	959116405	10235478894
2020-12-15 18:54:40	7.5	svmem(total=17095811072, available=10606399488, percent=38.0, used=6489411584, free=10606399488)	72.6	959126954	10235493149
2020-12-15 18:54:43	6.1	svmem(total=17095811072, available=10606735360, percent=38.0, used=6489075712, free=10606735360)	72.6	959132594	10235590340
2020-12-15 18:54:46	5.9	svmem(total=17095811072, available=10606567424, percent=38.0, used=6489243648, free=10606567424)	72.6	959134250	10235630711
2020-12-15 18:54:49	7.0	svmem(total=17095811072, available=10609061888, percent=37.9, used=6486749184, free=10609061888)	72.6	959137836	10235675437
2020-12-15 18:54:52	5.5	svmem(total=17095811072, available=10610274304, percent=37.9, used=6485536768, free=10610274304)	72.6	959140172	10235705538
2020-12-15 18:54:55	9.5	svmem(total=17095811072, available=10609709056, percent=37.9, used=6486102016, free=10609709056)	72.6	959140594	10235785446
2020-12-15 18:54:58	6.8	svmem(total=17095811072, available=10609823744, percent=37.9, used=6485987328, free=10609823744)	72.6	959141677	10235830407
2020-12-15 18:55:01	7.4	svmem(total=17095811072, available=10611863552, percent=37.9, used=6483947520, free=10611863552)	72.6	959142562	10235863040
2020-12-15 18:55:04	5.7	svmem(total=17095811072, available=10611990528, percent=37.9, used=6483820544, free=10611990528)	72.6	959149154	10235914536
2020-12-15 18:55:07	6.3	svmem(total=17095811072, available=10613972992, percent=37.9, used=6481838080, free=10613972992)	72.6	959150607	10235926798
2020-12-15 18:55:11	5.5	svmem(total=17095811072, available=10613956608, percent=37.9, used=6481854464, free=10613956608)	72.6	959153927	10235949331
2020-12-15 18:55:14	8.4	svmem(total=17095811072, available=10614517760, percent=37.9, used=6481293312, free=10614517760)	72.6	959158663	10235971456
2020-12-15 18:55:17	5.5	svmem(total=17095811072, available=10615017472, percent=37.9, used=6480793600, free=10615017472)	72.6	959161439	10235986078
2020-12-15 18:55:20	7.1	svmem(total=17095811072, available=10615037952, percent=37.9, used=6480773120, free=10615037952)	72.6	959162355	10235994468
2020-12-15 18:55:23	6.2	svmem(total=17095811072, available=10615406592, percent=37.9, used=6480404480, free=10615406592)	72.6	959164495	10236011265
2020-12-15 18:55:26	5.7	svmem(total=17095811072, available=10615988224, percent=37.9, used=6479822848, free=10615988224)	72.6	959166016	10236022533
2020-12-15 18:55:29	6.4	svmem(total=17095811072, available=10616303616, percent=37.9, used=6479507456, free=10616303616)	72.6	959168355	10236037508
2020-12-15 18:55:32	6.3	svmem(total=17095811072, available=10617692160, percent=37.9, used=6478118912, free=10617692160)	72.6	959170393	10236048047
2020-12-15 18:55:35	10.2	svmem(total=17095811072, available=10611990528, percent=37.9, used=6483820544, free=10611990528)	72.6	959172405	10236058519
2020-12-15 18:55:38	5.3	svmem(total=17095811072, available=10611171328, percent=37.9, used=6484639744, free=10611171328)	72.6	959174105	10236071443
2020-12-15 18:55:41	6.9	svmem(total=17095811072, available=10611671040, percent=37.9, used=6484140032, free=10611671040)	72.6	959177583	10236089916
2020-12-15 18:55:44	7.3	svmem(total=17095811072, available=10612002816, percent=37.9, used=6483808256, free=10612002816)	72.6	959182564	10236118351
2020-12-15 18:55:47	5.7	svmem(total=17095811072, available=10611531776, percent=37.9, used=6484279296, free=10611531776)	72.6	959189657	10236150227
2020-12-15 18:55:50	6.9	svmem(total=17095811072, available=10613747712, percent=37.9, used=6482063360, free=10613747712)	72.6	959194394	10236174130
2020-12-15 18:55:53	5.8	svmem(total=17095811072, available=10614231040, percent=37.9, used=6481580032, free=10614231040)	72.6	959200058	10236201316
2020-12-15 18:55:56	6.3	svmem(total=17095811072, available=10614157312, percent=37.9, used=6481653760, free=10614157312)	72.6	959206158	10236226582
2020-12-15 18:55:59	6.1	svmem(total=17095811072, available=10615533568, percent=37.9, used=6480277504, free=10615533568)	72.6	959211569	10236250089
2020-12-15 18:56:02	8.0	svmem(total=17095811072, available=10615259136, percent=37.9, used=6480551936, free=10615259136)	72.6	959216241	10236267726
2020-12-15 18:56:05	12.5	svmem(total=17095811072, available=10590248960, percent=38.1, used=6505562112, free=10590248960)	72.6	959223954	10236295058
2020-12-15 18:56:08	6.3	svmem(total=17095811072, available=10588672000, percent=38.1, used=6507139072, free=10588672000)	72.6	959227053	10236311531
2020-12-15 18:56:11	6.2	svmem(total=17095811072, available=10589220864, percent=38.1, used=6506590208, free=10589220864)	72.6	959228073	10236320647
2020-12-15 18:56:14	6.9	svmem(total=17095811072, available=10590642176, percent=38.1, used=6505168896, free=10590642176)	72.6	959233901	10236331768
2020-12-15 18:56:17	5.2	svmem(total=17095811072, available=10591244288, percent=38.0, used=6504566784, free=10591244288)	72.6	959237189	10236341669
2020-12-15 18:56:20	5.9	svmem(total=17095811072, available=10592530432, percent=38.0, used=6503280640, free=10592530432)	72.6	959237909	10236346138
2020-12-15 18:56:23	6.1	svmem(total=17095811072, available=10591916032, percent=38.0, used=6503895040, free=10591916032)	72.6	959238509	10236354753
2020-12-15 18:56:26	7.3	svmem(total=17095811072, available=10592575488, percent=38.0, used=6503235584, free=10592575488)	72.6	959238869	10236360295
2020-12-15 18:56:29	5.6	svmem(total=17095811072, available=10599399424, percent=38.0, used=6496411648, free=10599399424)	72.6	959241228	10236370618
2020-12-15 18:56:32	6.6	svmem(total=17095811072, available=10599260160, percent=38.0, used=6496550912, free=10599260160)	72.6	959267793	10236403794
2020-12-15 18:56:35	6.3	svmem(total=17095811072, available=10599694336, percent=38.0, used=6496116736, free=10599694336)	72.6	959269565	10236412972
2020-12-15 18:56:38	6.7	svmem(total=17095811072, available=10600935424, percent=38.0, used=6494875648, free=10600935424)	72.6	959270885	10236422155
2020-12-15 18:56:41	6.4	svmem(total=17095811072, available=10602110976, percent=38.0, used=6493700096, free=10602110976)	72.6	959276413	10236438777
2020-12-15 18:56:44	6.8	svmem(total=17095811072, available=10600345600, percent=38.0, used=6495465472, free=10600345600)	72.6	959281006	10236449000
2020-12-15 18:56:47	7.2	svmem(total=17095811072, available=10601156608, percent=38.0, used=6494654464, free=10601156608)	72.6	959284875	10236459216
2020-12-15 18:56:50	14.9	svmem(total=17095811072, available=10573819904, percent=38.1, used=6521991168, free=10573819904)	72.6	959286839	10236468564
2020-12-15 18:56:53	18.3	svmem(total=17095811072, available=10557927424, percent=38.2, used=6537883648, free=10557927424)	72.6	959291063	10236483326
2020-12-15 18:56:56	7.9	svmem(total=17095811072, available=10570133504, percent=38.2, used=6525677568, free=10570133504)	72.6	959291426	10236489821
2020-12-15 18:56:59	7.4	svmem(total=17095811072, available=10572455936, percent=38.2, used=6523355136, free=10572455936)	72.6	959292387	10236500336
2020-12-15 18:57:02	7.1	svmem(total=17095811072, available=10572894208, percent=38.2, used=6522916864, free=10572894208)	72.6	959293711	10236507723
2020-12-15 18:57:05	6.1	svmem(total=17095811072, available=10584580096, percent=38.1, used=6511230976, free=10584580096)	72.6	959295486	10236516159
2020-12-15 18:57:08	5.3	svmem(total=17095811072, available=10585296896, percent=38.1, used=6510514176, free=10585296896)	72.6	959297941	10236544492
2020-12-15 18:57:11	6.3	svmem(total=17095811072, available=10586705920, percent=38.1, used=6509105152, free=10586705920)	72.6	959299069	10236561958
2020-12-15 18:57:14	5.8	svmem(total=17095811072, available=10586050560, percent=38.1, used=6509760512, free=10586050560)	72.6	959305000	10236573017
2020-12-15 18:57:17	7.2	svmem(total=17095811072, available=10586820608, percent=38.1, used=6508990464, free=10586820608)	72.6	959308121	10236581594
2020-12-15 18:57:20	6.1	svmem(total=17095811072, available=10587185152, percent=38.1, used=6508625920, free=10587185152)	72.6	959309475	10236590185
2020-12-15 18:57:23	6.1	svmem(total=17095811072, available=10588233728, percent=38.1, used=6507577344, free=10588233728)	72.6	959309959	10236598321
2020-12-15 18:57:26	6.4	svmem(total=17095811072, available=10589069312, percent=38.1, used=6506741760, free=10589069312)	72.6	959311132	10236627687
2020-12-15 18:57:29	5.3	svmem(total=17095811072, available=10590273536, percent=38.1, used=6505537536, free=10590273536)	72.6	959312146	10236637050
2020-12-15 18:57:33	8.8	svmem(total=17095811072, available=10590638080, percent=38.1, used=6505172992, free=10590638080)	72.6	959314247	10236646028
2020-12-15 18:57:36	7.0	svmem(total=17095811072, available=10592796672, percent=38.0, used=6503014400, free=10592796672)	72.6	959316246	10236654014
2020-12-15 18:57:39	5.5	svmem(total=17095811072, available=10593234944, percent=38.0, used=6502576128, free=10593234944)	72.6	959317972	10236662764
2020-12-15 18:57:42	6.7	svmem(total=17095811072, available=10593546240, percent=38.0, used=6502264832, free=10593546240)	72.6	959321796	10236672462
2020-12-15 18:57:45	6.0	svmem(total=17095811072, available=10594209792, percent=38.0, used=6501601280, free=10594209792)	72.6	959326524	10236684105
2020-12-15 18:57:48	8.2	svmem(total=17095811072, available=10594488320, percent=38.0, used=6501322752, free=10594488320)	72.6	959330970	10236694357
2020-12-15 18:57:51	5.7	svmem(total=17095811072, available=10597703680, percent=38.0, used=6498107392, free=10597703680)	72.6	959332890	10236705400
2020-12-15 18:57:54	8.0	svmem(total=17095811072, available=10609922048, percent=37.9, used=6485889024, free=10609922048)	72.6	959335690	10236717043
2020-12-15 18:57:57	17.4	svmem(total=17095811072, available=10571481088, percent=38.2, used=6524329984, free=10571481088)	72.6	959335990	10236723074
2020-12-15 18:58:00	7.8	svmem(total=17095811072, available=10572976128, percent=38.2, used=6522834944, free=10572976128)	72.6	959337702	10236729841
2020-12-15 18:58:03	8.4	svmem(total=17095811072, available=10573586432, percent=38.2, used=6522224640, free=10573586432)	72.6	959344290	10236738866
2020-12-15 18:58:06	5.5	svmem(total=17095811072, available=10573778944, percent=38.1, used=6522032128, free=10573778944)	72.6	959345250	10236748002
2020-12-15 18:58:09	6.4	svmem(total=17095811072, available=10573963264, percent=38.1, used=6521847808, free=10573963264)	72.6	959347731	10236760527
2020-12-15 18:58:12	8.2	svmem(total=17095811072, available=10582032384, percent=38.1, used=6513778688, free=10582032384)	72.6	959353373	10236772694
2020-12-15 18:58:15	5.8	svmem(total=17095811072, available=10583437312, percent=38.1, used=6512373760, free=10583437312)	72.6	959354873	10236781466
2020-12-15 18:58:18	6.5	svmem(total=17095811072, available=10583867392, percent=38.1, used=6511943680, free=10583867392)	72.6	959357933	10236791323
2020-12-15 18:58:21	5.4	svmem(total=17095811072, available=10584117248, percent=38.1, used=6511693824, free=10584117248)	72.6	959358761	10236796776
2020-12-15 18:58:24	5.2	svmem(total=17095811072, available=10584039424, percent=38.1, used=6511771648, free=10584039424)	72.6	959359755	10236803243
2020-12-15 18:58:27	6.7	svmem(total=17095811072, available=10588000256, percent=38.1, used=6507810816, free=10588000256)	72.6	959360227	10236809652
2020-12-15 18:58:30	6.6	svmem(total=17095811072, available=10587521024, percent=38.1, used=6508290048, free=10587521024)	72.6	959361999	10236819309
2020-12-15 18:58:33	8.4	svmem(total=17095811072, available=10552094720, percent=38.3, used=6543716352, free=10552094720)	72.6	959362865	10236826837
2020-12-15 18:58:36	9.9	svmem(total=17095811072, available=10754437120, percent=37.1, used=6341373952, free=10754437120)	72.6	959363751	10236835070
2020-12-15 18:58:39	11.2	svmem(total=17095811072, available=10728988672, percent=37.2, used=6366822400, free=10728988672)	72.6	959473455	10239187434
2020-12-15 18:58:42	8.4	svmem(total=17095811072, available=10727723008, percent=37.2, used=6368088064, free=10727723008)	72.6	959491521	10239203022
2020-12-15 18:58:45	10.9	svmem(total=17095811072, available=10711711744, percent=37.3, used=6384099328, free=10711711744)	72.6	959532076	10239270121
2020-12-15 18:58:48	6.8	svmem(total=17095811072, available=10708770816, percent=37.4, used=6387040256, free=10708770816)	72.6	959542568	10239281544
2020-12-15 18:58:51	2.7	svmem(total=17095811072, available=10713632768, percent=37.3, used=6382178304, free=10713632768)	72.6	959547176	10239297836
2020-12-15 18:58:54	7.9	svmem(total=17095811072, available=10713083904, percent=37.3, used=6382727168, free=10713083904)	72.6	959581395	10239502366
2020-12-15 18:58:57	8.6	svmem(total=17095811072, available=10724958208, percent=37.3, used=6370852864, free=10724958208)	72.6	959695331	10243340085
2020-12-15 18:59:00	16.2	svmem(total=17095811072, available=10634838016, percent=37.8, used=6460973056, free=10634838016)	72.6	959723652	10243644785
2020-12-15 18:59:03	6.5	svmem(total=17095811072, available=10725621760, percent=37.3, used=6370189312, free=10725621760)	72.6	959781886	10243708693
2020-12-15 18:59:06	4.6	svmem(total=17095811072, available=10732683264, percent=37.2, used=6363127808, free=10732683264)	72.6	959809305	10243728843
2020-12-15 18:59:09	1.7	svmem(total=17095811072, available=10745495552, percent=37.1, used=6350315520, free=10745495552)	72.6	959816627	10243739408
2020-12-15 18:59:12	2.1	svmem(total=17095811072, available=10750672896, percent=37.1, used=6345138176, free=10750672896)	72.6	959822998	10243751363
2020-12-15 18:59:15	2.8	svmem(total=17095811072, available=10750808064, percent=37.1, used=6345003008, free=10750808064)	72.6	959837203	10243758498
2020-12-15 18:59:18	2.6	svmem(total=17095811072, available=10751066112, percent=37.1, used=6344744960, free=10751066112)	72.6	959859788	10243786083
2020-12-15 18:59:21	3.0	svmem(total=17095811072, available=10758062080, percent=37.1, used=6337748992, free=10758062080)	72.6	959875276	10243807036
2020-12-15 18:59:24	2.3	svmem(total=17095811072, available=10760626176, percent=37.1, used=6335184896, free=10760626176)	72.6	959885199	10243816971
2020-12-15 18:59:27	2.1	svmem(total=17095811072, available=10761445376, percent=37.1, used=6334365696, free=10761445376)	72.6	959891883	10243825109
2020-12-15 18:59:30	1.4	svmem(total=17095811072, available=10762121216, percent=37.0, used=6333689856, free=10762121216)	72.6	959898812	10243837264
2020-12-15 18:59:33	1.4	svmem(total=17095811072, available=10762551296, percent=37.0, used=6333259776, free=10762551296)	72.6	959901413	10243849423
