时间	CPU百分比	内存百分比	磁盘百分比	发送字节数	接收字节数
2020-12-15 17:26:55	12.5	svmem(total=17095811072, available=9939632128, percent=41.9, used=7156178944, free=9939632128)	72.7	858176695	10060108718
2020-12-15 17:26:58	8.9	svmem(total=17095811072, available=9932029952, percent=41.9, used=7163781120, free=9932029952)	72.7	858184117	10060129009
2020-12-15 17:27:01	4.2	svmem(total=17095811072, available=9925140480, percent=41.9, used=7170670592, free=9925140480)	72.7	858185756	10060163499
2020-12-15 17:27:04	1.3	svmem(total=17095811072, available=9927995392, percent=41.9, used=7167815680, free=9927995392)	72.7	858188971	10060175304
2020-12-15 17:27:07	4.0	svmem(total=17095811072, available=9925324800, percent=41.9, used=7170486272, free=9925324800)	72.7	858190697	10060184832
2020-12-15 17:27:10	4.2	svmem(total=17095811072, available=9924591616, percent=41.9, used=7171219456, free=9924591616)	72.7	858192622	10060197597
2020-12-15 17:27:13	2.1	svmem(total=17095811072, available=9929527296, percent=41.9, used=7166283776, free=9929527296)	72.7	858193097	10060207958
2020-12-15 17:27:16	1.3	svmem(total=17095811072, available=9931567104, percent=41.9, used=7164243968, free=9931567104)	72.7	858194606	10060218033
2020-12-15 17:27:19	1.3	svmem(total=17095811072, available=9934061568, percent=41.9, used=7161749504, free=9934061568)	72.7	858199306	10060233701
2020-12-15 17:27:22	3.3	svmem(total=17095811072, available=9927327744, percent=41.9, used=7168483328, free=9927327744)	72.7	858201385	10060244276
2020-12-15 17:27:25	5.2	svmem(total=17095811072, available=9945665536, percent=41.8, used=7150145536, free=9945665536)	72.7	858204326	10060251832
2020-12-15 17:27:28	5.6	svmem(total=17095811072, available=9952186368, percent=41.8, used=7143624704, free=9952186368)	72.7	858209864	10060267441
2020-12-15 17:27:31	6.0	svmem(total=17095811072, available=9957371904, percent=41.8, used=7138439168, free=9957371904)	72.7	858213111	10060281661
2020-12-15 17:27:34	4.6	svmem(total=17095811072, available=9957588992, percent=41.8, used=7138222080, free=9957588992)	72.7	858216579	10060293110
2020-12-15 17:27:37	5.0	svmem(total=17095811072, available=9957625856, percent=41.8, used=7138185216, free=9957625856)	72.7	858218430	10060304446
2020-12-15 17:27:40	4.1	svmem(total=17095811072, available=9956573184, percent=41.8, used=7139237888, free=9956573184)	72.7	858219889	10060313982
2020-12-15 17:27:43	3.5	svmem(total=17095811072, available=9957740544, percent=41.8, used=7138070528, free=9957740544)	72.7	858221841	10060323189
2020-12-15 17:27:47	9.6	svmem(total=17095811072, available=9938022400, percent=41.9, used=7157788672, free=9938022400)	72.7	858225836	10060333956
2020-12-15 17:27:50	4.1	svmem(total=17095811072, available=9935593472, percent=41.9, used=7160217600, free=9935593472)	72.7	858226162	10060346750
2020-12-15 17:27:53	4.8	svmem(total=17095811072, available=9936564224, percent=41.9, used=7159246848, free=9936564224)	72.7	858228434	10060358345
2020-12-15 17:27:56	26.7	svmem(total=17095811072, available=10322186240, percent=39.6, used=6773624832, free=10322186240)	72.7	858361459	10061332987
2020-12-15 17:27:59	7.3	svmem(total=17095811072, available=10333700096, percent=39.6, used=6762110976, free=10333700096)	72.7	858367029	10061357771
2020-12-15 17:28:02	7.5	svmem(total=17095811072, available=10328973312, percent=39.6, used=6766837760, free=10328973312)	72.7	858369189	10061371209
2020-12-15 17:28:05	34.5	svmem(total=17095811072, available=10205577216, percent=40.3, used=6890233856, free=10205577216)	72.7	858392282	10061424320
2020-12-15 17:28:08	11.2	svmem(total=17095811072, available=10230947840, percent=40.2, used=6864863232, free=10230947840)	72.7	858460325	10062086916
2020-12-15 17:28:11	11.0	svmem(total=17095811072, available=10203840512, percent=40.3, used=6891970560, free=10203840512)	72.7	858466597	10062105463
2020-12-15 17:28:14	3.4	svmem(total=17095811072, available=10222956544, percent=40.2, used=6872854528, free=10222956544)	72.7	858467644	10062114253
2020-12-15 17:28:17	2.3	svmem(total=17095811072, available=10232393728, percent=40.1, used=6863417344, free=10232393728)	72.7	858468788	10062122568
2020-12-15 17:28:20	1.9	svmem(total=17095811072, available=10232967168, percent=40.1, used=6862843904, free=10232967168)	72.7	858470380	10062131835
2020-12-15 17:28:23	1.7	svmem(total=17095811072, available=10232930304, percent=40.1, used=6862880768, free=10232930304)	72.7	858471538	10062142950
2020-12-15 17:28:26	2.5	svmem(total=17095811072, available=10233253888, percent=40.1, used=6862557184, free=10233253888)	72.7	858473130	10062153999
2020-12-15 17:28:29	1.5	svmem(total=17095811072, available=10233450496, percent=40.1, used=6862360576, free=10233450496)	72.7	858478496	10062168829
2020-12-15 17:28:32	1.5	svmem(total=17095811072, available=10233487360, percent=40.1, used=6862323712, free=10233487360)	72.7	858483328	10062182024
2020-12-15 17:28:35	2.9	svmem(total=17095811072, available=10233688064, percent=40.1, used=6862123008, free=10233688064)	72.7	858484942	10062192158
2020-12-15 17:28:38	2.6	svmem(total=17095811072, available=10234773504, percent=40.1, used=6861037568, free=10234773504)	72.7	858485962	10062206275
2020-12-15 17:28:41	1.7	svmem(total=17095811072, available=10235006976, percent=40.1, used=6860804096, free=10235006976)	72.7	858487162	10062220488
2020-12-15 17:28:44	2.4	svmem(total=17095811072, available=10248572928, percent=40.1, used=6847238144, free=10248572928)	72.7	858489104	10062277000
2020-12-15 17:28:47	1.8	svmem(total=17095811072, available=10249728000, percent=40.0, used=6846083072, free=10249728000)	72.7	858491265	10062289751
2020-12-15 17:28:50	1.7	svmem(total=17095811072, available=10250178560, percent=40.0, used=6845632512, free=10250178560)	72.7	858492258	10062298393
2020-12-15 17:28:53	1.5	svmem(total=17095811072, available=10250252288, percent=40.0, used=6845558784, free=10250252288)	72.7	858494384	10062307960
2020-12-15 17:28:56	2.0	svmem(total=17095811072, available=10250493952, percent=40.0, used=6845317120, free=10250493952)	72.7	858496716	10062320208
2020-12-15 17:28:59	2.6	svmem(total=17095811072, available=10250252288, percent=40.0, used=6845558784, free=10250252288)	72.7	858504286	10062338756
2020-12-15 17:29:02	2.6	svmem(total=17095811072, available=10250051584, percent=40.0, used=6845759488, free=10250051584)	72.7	858507903	10062353565
2020-12-15 17:29:05	3.2	svmem(total=17095811072, available=10249805824, percent=40.0, used=6846005248, free=10249805824)	72.7	858511506	10062360177
2020-12-15 17:29:09	1.9	svmem(total=17095811072, available=10249859072, percent=40.0, used=6845952000, free=10249859072)	72.7	858512647	10062370322
2020-12-15 17:29:12	1.3	svmem(total=17095811072, available=10251694080, percent=40.0, used=6844116992, free=10251694080)	72.7	858514089	10062384608
2020-12-15 17:29:15	3.5	svmem(total=17095811072, available=10254184448, percent=40.0, used=6841626624, free=10254184448)	72.7	858515104	10062401658
2020-12-15 17:29:18	2.9	svmem(total=17095811072, available=10254938112, percent=40.0, used=6840872960, free=10254938112)	72.7	858517435	10062423671
2020-12-15 17:29:21	2.4	svmem(total=17095811072, available=10255654912, percent=40.0, used=6840156160, free=10255654912)	72.7	858518983	10062434868
2020-12-15 17:29:24	1.9	svmem(total=17095811072, available=10255659008, percent=40.0, used=6840152064, free=10255659008)	72.7	858519904	10062443757
2020-12-15 17:29:27	2.2	svmem(total=17095811072, available=10255556608, percent=40.0, used=6840254464, free=10255556608)	72.7	858521763	10062451915
2020-12-15 17:29:30	1.9	svmem(total=17095811072, available=10255572992, percent=40.0, used=6840238080, free=10255572992)	72.7	858523385	10062459575
2020-12-15 17:29:33	1.9	svmem(total=17095811072, available=10255790080, percent=40.0, used=6840020992, free=10255790080)	72.7	858525188	10062470865
2020-12-15 17:29:36	2.0	svmem(total=17095811072, available=10257321984, percent=40.0, used=6838489088, free=10257321984)	72.7	858529661	10062482808
2020-12-15 17:29:39	2.1	svmem(total=17095811072, available=10257592320, percent=40.0, used=6838218752, free=10257592320)	72.7	858530741	10062492213
2020-12-15 17:29:42	1.6	svmem(total=17095811072, available=10257805312, percent=40.0, used=6838005760, free=10257805312)	72.7	858534539	10062517215
2020-12-15 17:29:45	1.3	svmem(total=17095811072, available=10257838080, percent=40.0, used=6837972992, free=10257838080)	72.7	858536869	10062544722
2020-12-15 17:29:48	2.8	svmem(total=17095811072, available=10259030016, percent=40.0, used=6836781056, free=10259030016)	72.7	858537375	10062557053
2020-12-15 17:29:51	1.9	svmem(total=17095811072, available=10259156992, percent=40.0, used=6836654080, free=10259156992)	72.7	858538215	10062570239
2020-12-15 17:29:54	2.2	svmem(total=17095811072, available=10259202048, percent=40.0, used=6836609024, free=10259202048)	72.7	858539047	10062587707
2020-12-15 17:29:57	1.9	svmem(total=17095811072, available=10259410944, percent=40.0, used=6836400128, free=10259410944)	72.7	858545071	10062603781
2020-12-15 17:30:00	2.9	svmem(total=17095811072, available=10259206144, percent=40.0, used=6836604928, free=10259206144)	72.7	858546603	10062615735
2020-12-15 17:30:03	1.9	svmem(total=17095811072, available=10258771968, percent=40.0, used=6837039104, free=10258771968)	72.7	858548343	10062625014
2020-12-15 17:30:06	3.3	svmem(total=17095811072, available=10258821120, percent=40.0, used=6836989952, free=10258821120)	72.7	858549486	10062635858
2020-12-15 17:30:09	5.6	svmem(total=17095811072, available=10259587072, percent=40.0, used=6836224000, free=10259587072)	72.7	858550763	10062654842
2020-12-15 17:30:12	2.4	svmem(total=17095811072, available=10259607552, percent=40.0, used=6836203520, free=10259607552)	72.7	858551595	10062664007
2020-12-15 17:30:15	2.0	svmem(total=17095811072, available=10259566592, percent=40.0, used=6836244480, free=10259566592)	72.7	858553579	10062673506
2020-12-15 17:30:18	2.4	svmem(total=17095811072, available=10259611648, percent=40.0, used=6836199424, free=10259611648)	72.7	858556104	10062681632
2020-12-15 17:30:21	2.5	svmem(total=17095811072, available=10259664896, percent=40.0, used=6836146176, free=10259664896)	72.7	858558642	10062690077
2020-12-15 17:30:25	2.4	svmem(total=17095811072, available=10259193856, percent=40.0, used=6836617216, free=10259193856)	72.7	858561364	10062698821
2020-12-15 17:30:28	2.2	svmem(total=17095811072, available=10259177472, percent=40.0, used=6836633600, free=10259177472)	72.7	858566250	10062716861
2020-12-15 17:30:31	2.1	svmem(total=17095811072, available=10259230720, percent=40.0, used=6836580352, free=10259230720)	72.7	858569388	10062728431
2020-12-15 17:30:34	2.5	svmem(total=17095811072, available=10259099648, percent=40.0, used=6836711424, free=10259099648)	72.7	858573200	10062748340
2020-12-15 17:30:37	2.5	svmem(total=17095811072, available=10258784256, percent=40.0, used=6837026816, free=10258784256)	72.7	858577552	10062778993
2020-12-15 17:30:40	2.5	svmem(total=17095811072, available=10258894848, percent=40.0, used=6836916224, free=10258894848)	72.7	858579504	10062790564
2020-12-15 17:30:43	2.1	svmem(total=17095811072, available=10259148800, percent=40.0, used=6836662272, free=10259148800)	72.7	858581696	10062873257
2020-12-15 17:30:46	4.0	svmem(total=17095811072, available=10257305600, percent=40.0, used=6838505472, free=10257305600)	72.7	858586349	10062921940
2020-12-15 17:30:49	2.7	svmem(total=17095811072, available=10257412096, percent=40.0, used=6838398976, free=10257412096)	72.7	858587562	10062961237
2020-12-15 17:30:52	1.9	svmem(total=17095811072, available=10257440768, percent=40.0, used=6838370304, free=10257440768)	72.7	858588694	10062976876
2020-12-15 17:30:55	2.6	svmem(total=17095811072, available=10258976768, percent=40.0, used=6836834304, free=10258976768)	72.7	858589177	10062992764
2020-12-15 17:30:58	1.5	svmem(total=17095811072, available=10259156992, percent=40.0, used=6836654080, free=10259156992)	72.7	858594338	10063014815
2020-12-15 17:31:01	2.5	svmem(total=17095811072, available=10259206144, percent=40.0, used=6836604928, free=10259206144)	72.7	858595059	10063030414
2020-12-15 17:31:04	1.6	svmem(total=17095811072, available=10260172800, percent=40.0, used=6835638272, free=10260172800)	72.7	858596883	10063041038
2020-12-15 17:31:07	2.1	svmem(total=17095811072, available=10260033536, percent=40.0, used=6835777536, free=10260033536)	72.7	858597605	10063050147
2020-12-15 17:31:10	1.8	svmem(total=17095811072, available=10260201472, percent=40.0, used=6835609600, free=10260201472)	72.7	858599018	10063059043
2020-12-15 17:31:13	2.1	svmem(total=17095811072, available=10260111360, percent=40.0, used=6835699712, free=10260111360)	72.7	858600379	10063068353
2020-12-15 17:31:16	2.1	svmem(total=17095811072, available=10260267008, percent=40.0, used=6835544064, free=10260267008)	72.7	858601941	10063078505
2020-12-15 17:31:19	1.5	svmem(total=17095811072, available=10260353024, percent=40.0, used=6835458048, free=10260353024)	72.7	858603382	10063089654
2020-12-15 17:31:22	2.8	svmem(total=17095811072, available=10260283392, percent=40.0, used=6835527680, free=10260283392)	72.7	858604603	10063098499
2020-12-15 17:31:25	1.5	svmem(total=17095811072, available=10260299776, percent=40.0, used=6835511296, free=10260299776)	72.7	858617065	10063118989
2020-12-15 17:31:28	1.2	svmem(total=17095811072, available=10260344832, percent=40.0, used=6835466240, free=10260344832)	72.7	858619310	10063130969
2020-12-15 17:31:31	2.1	svmem(total=17095811072, available=10260410368, percent=40.0, used=6835400704, free=10260410368)	72.7	858622973	10063144227
2020-12-15 17:31:34	2.4	svmem(total=17095811072, available=10260488192, percent=40.0, used=6835322880, free=10260488192)	72.7	858623967	10063151465
2020-12-15 17:31:37	1.2	svmem(total=17095811072, available=10260508672, percent=40.0, used=6835302400, free=10260508672)	72.7	858625079	10063161201
2020-12-15 17:31:40	2.9	svmem(total=17095811072, available=10260570112, percent=40.0, used=6835240960, free=10260570112)	72.7	858625859	10063171001
2020-12-15 17:31:43	2.0	svmem(total=17095811072, available=10261118976, percent=40.0, used=6834692096, free=10261118976)	72.7	858627363	10063180626
2020-12-15 17:31:47	1.7	svmem(total=17095811072, available=10261557248, percent=40.0, used=6834253824, free=10261557248)	72.7	858627603	10063188548
2020-12-15 17:31:50	2.0	svmem(total=17095811072, available=10261831680, percent=40.0, used=6833979392, free=10261831680)	72.7	858628561	10063195613
2020-12-15 17:31:53	2.3	svmem(total=17095811072, available=10262171648, percent=40.0, used=6833639424, free=10262171648)	72.7	858629093	10063204542
2020-12-15 17:31:56	2.4	svmem(total=17095811072, available=10261786624, percent=40.0, used=6834024448, free=10261786624)	72.7	858635245	10063224795
2020-12-15 17:31:59	2.2	svmem(total=17095811072, available=10261864448, percent=40.0, used=6833946624, free=10261864448)	72.7	858642253	10063244611
2020-12-15 17:32:02	2.6	svmem(total=17095811072, available=10261536768, percent=40.0, used=6834274304, free=10261536768)	72.7	858647371	10063278262
2020-12-15 17:32:05	2.1	svmem(total=17095811072, available=10261438464, percent=40.0, used=6834372608, free=10261438464)	72.7	858647731	10063286990
2020-12-15 17:32:08	1.6	svmem(total=17095811072, available=10262134784, percent=40.0, used=6833676288, free=10262134784)	72.7	858648843	10063301701
2020-12-15 17:32:11	2.8	svmem(total=17095811072, available=10262417408, percent=40.0, used=6833393664, free=10262417408)	72.7	858651233	10063311904
2020-12-15 17:32:14	1.9	svmem(total=17095811072, available=10262388736, percent=40.0, used=6833422336, free=10262388736)	72.7	858652817	10063319637
2020-12-15 17:32:17	1.7	svmem(total=17095811072, available=10262364160, percent=40.0, used=6833446912, free=10262364160)	72.7	858654169	10063331540
2020-12-15 17:32:20	3.1	svmem(total=17095811072, available=10262425600, percent=40.0, used=6833385472, free=10262425600)	72.7	858654889	10063340055
2020-12-15 17:32:23	2.5	svmem(total=17095811072, available=10262339584, percent=40.0, used=6833471488, free=10262339584)	72.7	858656679	10063350458
2020-12-15 17:32:26	2.5	svmem(total=17095811072, available=10262167552, percent=40.0, used=6833643520, free=10262167552)	72.7	858658165	10063361704
2020-12-15 17:32:29	1.1	svmem(total=17095811072, available=10262155264, percent=40.0, used=6833655808, free=10262155264)	72.7	858662943	10063375890
2020-12-15 17:32:32	2.4	svmem(total=17095811072, available=10262327296, percent=40.0, used=6833483776, free=10262327296)	72.7	858667627	10063390332
2020-12-15 17:32:35	2.2	svmem(total=17095811072, available=10262941696, percent=40.0, used=6832869376, free=10262941696)	72.7	858667927	10063399370
2020-12-15 17:32:38	2.6	svmem(total=17095811072, available=10264186880, percent=40.0, used=6831624192, free=10264186880)	72.7	858669385	10063407483
2020-12-15 17:32:41	1.4	svmem(total=17095811072, available=10264678400, percent=40.0, used=6831132672, free=10264678400)	72.7	858670345	10063414112
2020-12-15 17:32:44	1.7	svmem(total=17095811072, available=10264399872, percent=40.0, used=6831411200, free=10264399872)	72.7	858671818	10063422233
2020-12-15 17:32:47	2.3	svmem(total=17095811072, available=10268364800, percent=39.9, used=6827446272, free=10268364800)	72.7	858672687	10063431227
2020-12-15 17:32:50	1.7	svmem(total=17095811072, available=10268688384, percent=39.9, used=6827122688, free=10268688384)	72.7	858673587	10063440728
2020-12-15 17:32:53	3.3	svmem(total=17095811072, available=10267766784, percent=39.9, used=6828044288, free=10267766784)	72.7	858674481	10063447484
2020-12-15 17:32:57	2.9	svmem(total=17095811072, available=10268512256, percent=39.9, used=6827298816, free=10268512256)	72.7	858676316	10063462262
2020-12-15 17:33:00	2.0	svmem(total=17095811072, available=10268266496, percent=39.9, used=6827544576, free=10268266496)	72.7	858682135	10063477370
2020-12-15 17:33:03	2.6	svmem(total=17095811072, available=10267987968, percent=39.9, used=6827823104, free=10267987968)	72.7	858684477	10063490260
2020-12-15 17:33:06	2.2	svmem(total=17095811072, available=10267770880, percent=39.9, used=6828040192, free=10267770880)	72.7	858685532	10063499097
2020-12-15 17:33:09	1.9	svmem(total=17095811072, available=10267815936, percent=39.9, used=6827995136, free=10267815936)	72.7	858685953	10063507401
2020-12-15 17:33:12	2.1	svmem(total=17095811072, available=10272772096, percent=39.9, used=6823038976, free=10272772096)	72.7	858686667	10063515605
2020-12-15 17:33:15	1.9	svmem(total=17095811072, available=10272890880, percent=39.9, used=6822920192, free=10272890880)	72.7	858687150	10063523292
2020-12-15 17:33:18	1.8	svmem(total=17095811072, available=10273304576, percent=39.9, used=6822506496, free=10273304576)	72.7	858687571	10063530523
2020-12-15 17:33:21	3.2	svmem(total=17095811072, available=10273677312, percent=39.9, used=6822133760, free=10273677312)	72.7	858689345	10063541911
2020-12-15 17:33:24	2.1	svmem(total=17095811072, available=10273665024, percent=39.9, used=6822146048, free=10273665024)	72.7	858690267	10063552304
2020-12-15 17:33:27	1.9	svmem(total=17095811072, available=10273759232, percent=39.9, used=6822051840, free=10273759232)	72.7	858695119	10063563369
2020-12-15 17:33:30	2.2	svmem(total=17095811072, available=10274144256, percent=39.9, used=6821666816, free=10274144256)	72.7	858697102	10063572738
2020-12-15 17:33:33	3.2	svmem(total=17095811072, available=10276028416, percent=39.9, used=6819782656, free=10276028416)	72.7	858705843	10063603985
2020-12-15 17:33:36	1.7	svmem(total=17095811072, available=10276110336, percent=39.9, used=6819700736, free=10276110336)	72.7	858709203	10063615304
2020-12-15 17:33:39	1.5	svmem(total=17095811072, available=10276249600, percent=39.9, used=6819561472, free=10276249600)	72.7	858709683	10063623472
2020-12-15 17:33:42	2.1	svmem(total=17095811072, available=10276352000, percent=39.9, used=6819459072, free=10276352000)	72.7	858711603	10063632609
2020-12-15 17:33:45	2.3	svmem(total=17095811072, available=10276147200, percent=39.9, used=6819663872, free=10276147200)	72.7	858713695	10063643083
2020-12-15 17:33:48	2.2	svmem(total=17095811072, available=10276368384, percent=39.9, used=6819442688, free=10276368384)	72.7	858715396	10063693422
2020-12-15 17:33:51	2.1	svmem(total=17095811072, available=10276405248, percent=39.9, used=6819405824, free=10276405248)	72.7	858717424	10063702827
2020-12-15 17:33:54	3.0	svmem(total=17095811072, available=10276306944, percent=39.9, used=6819504128, free=10276306944)	72.7	858724351	10063713858
2020-12-15 17:33:57	2.5	svmem(total=17095811072, available=10276335616, percent=39.9, used=6819475456, free=10276335616)	72.7	858730660	10063731176
2020-12-15 17:34:00	2.2	svmem(total=17095811072, available=10275958784, percent=39.9, used=6819852288, free=10275958784)	72.7	858733159	10063741349
2020-12-15 17:34:03	43.6	svmem(total=17095811072, available=10071654400, percent=41.1, used=7024156672, free=10071654400)	72.7	858750283	10063781582
2020-12-15 17:34:06	64.5	svmem(total=17095811072, available=9967079424, percent=41.7, used=7128731648, free=9967079424)	72.7	858760276	10063814160
2020-12-15 17:34:09	39.9	svmem(total=17095811072, available=9942577152, percent=41.8, used=7153233920, free=9942577152)	72.7	858769913	10063845470
2020-12-15 17:34:12	37.2	svmem(total=17095811072, available=9891516416, percent=42.1, used=7204294656, free=9891516416)	72.7	858772475	10063866527
2020-12-15 17:34:15	38.9	svmem(total=17095811072, available=9998192640, percent=41.5, used=7097618432, free=9998192640)	72.7	858774051	10063875013
2020-12-15 17:34:18	24.4	svmem(total=17095811072, available=10200829952, percent=40.3, used=6894981120, free=10200829952)	72.7	858778009	10063889163
2020-12-15 17:34:22	26.3	svmem(total=17095811072, available=10151665664, percent=40.6, used=6944145408, free=10151665664)	72.7	858782955	10063906784
2020-12-15 17:34:25	16.0	svmem(total=17095811072, available=10157260800, percent=40.6, used=6938550272, free=10157260800)	72.7	858784124	10063918311
2020-12-15 17:34:28	14.2	svmem(total=17095811072, available=10174504960, percent=40.5, used=6921306112, free=10174504960)	72.7	858790762	10063933102
2020-12-15 17:34:31	13.6	svmem(total=17095811072, available=10178621440, percent=40.5, used=6917189632, free=10178621440)	72.7	858793534	10063944839
2020-12-15 17:34:34	13.6	svmem(total=17095811072, available=10182447104, percent=40.4, used=6913363968, free=10182447104)	72.7	858797459	10063958522
2020-12-15 17:34:37	14.1	svmem(total=17095811072, available=10187071488, percent=40.4, used=6908739584, free=10187071488)	72.7	858807827	10063988454
2020-12-15 17:34:40	13.2	svmem(total=17095811072, available=10192195584, percent=40.4, used=6903615488, free=10192195584)	72.7	858811787	10064009723
2020-12-15 17:34:43	13.2	svmem(total=17095811072, available=10195742720, percent=40.4, used=6900068352, free=10195742720)	72.7	858813399	10064039754
2020-12-15 17:34:46	14.6	svmem(total=17095811072, available=10197884928, percent=40.3, used=6897926144, free=10197884928)	72.7	858815792	10064061720
2020-12-15 17:34:49	14.6	svmem(total=17095811072, available=10201415680, percent=40.3, used=6894395392, free=10201415680)	72.7	858818393	10064074318
2020-12-15 17:34:52	14.1	svmem(total=17095811072, available=10205044736, percent=40.3, used=6890766336, free=10205044736)	72.7	858819550	10064085023
2020-12-15 17:34:55	14.2	svmem(total=17095811072, available=10207412224, percent=40.3, used=6888398848, free=10207412224)	72.7	858820497	10064093803
2020-12-15 17:34:58	13.3	svmem(total=17095811072, available=10215186432, percent=40.2, used=6880624640, free=10215186432)	72.7	858825792	10064109711
2020-12-15 17:35:01	13.6	svmem(total=17095811072, available=10218774528, percent=40.2, used=6877036544, free=10218774528)	72.7	858828430	10064122928
2020-12-15 17:35:04	15.6	svmem(total=17095811072, available=10241155072, percent=40.1, used=6854656000, free=10241155072)	72.7	858839981	10064144373
2020-12-15 17:35:07	16.1	svmem(total=17095811072, available=10256224256, percent=40.0, used=6839586816, free=10256224256)	72.7	858841303	10064154166
2020-12-15 17:35:10	13.4	svmem(total=17095811072, available=10269376512, percent=39.9, used=6826434560, free=10269376512)	72.7	858842323	10064162953
2020-12-15 17:35:13	12.9	svmem(total=17095811072, available=10277937152, percent=39.9, used=6817873920, free=10277937152)	72.7	858844112	10064176228
2020-12-15 17:35:16	13.6	svmem(total=17095811072, available=10281979904, percent=39.9, used=6813831168, free=10281979904)	72.7	858846699	10064187927
2020-12-15 17:35:19	13.3	svmem(total=17095811072, available=10286383104, percent=39.8, used=6809427968, free=10286383104)	72.7	858849011	10064197575
2020-12-15 17:35:22	13.5	svmem(total=17095811072, available=10287841280, percent=39.8, used=6807969792, free=10287841280)	72.7	858851418	10064209547
2020-12-15 17:35:25	13.4	svmem(total=17095811072, available=10289643520, percent=39.8, used=6806167552, free=10289643520)	72.7	858865395	10064219113
2020-12-15 17:35:28	14.2	svmem(total=17095811072, available=10291662848, percent=39.8, used=6804148224, free=10291662848)	72.7	858874248	10064228799
2020-12-15 17:35:31	13.0	svmem(total=17095811072, available=10295037952, percent=39.8, used=6800773120, free=10295037952)	72.7	858882477	10064243672
2020-12-15 17:35:34	13.4	svmem(total=17095811072, available=10297368576, percent=39.8, used=6798442496, free=10297368576)	72.7	858908561	10064268185
2020-12-15 17:35:37	13.4	svmem(total=17095811072, available=10299142144, percent=39.8, used=6796668928, free=10299142144)	72.7	858921539	10064296443
2020-12-15 17:35:40	13.1	svmem(total=17095811072, available=10301136896, percent=39.7, used=6794674176, free=10301136896)	72.7	858931939	10064309910
2020-12-15 17:35:43	12.8	svmem(total=17095811072, available=10303422464, percent=39.7, used=6792388608, free=10303422464)	72.7	858937449	10064322039
2020-12-15 17:35:46	13.9	svmem(total=17095811072, available=10306134016, percent=39.7, used=6789677056, free=10306134016)	72.7	858939311	10064332217
2020-12-15 17:35:49	12.8	svmem(total=17095811072, available=10308411392, percent=39.7, used=6787399680, free=10308411392)	72.7	858939731	10064341110
2020-12-15 17:35:52	13.4	svmem(total=17095811072, available=10311405568, percent=39.7, used=6784405504, free=10311405568)	72.7	858940271	10064351788
2020-12-15 17:35:55	13.2	svmem(total=17095811072, available=10314395648, percent=39.7, used=6781415424, free=10314395648)	72.7	858941277	10064361175
2020-12-15 17:35:58	13.4	svmem(total=17095811072, available=10316820480, percent=39.7, used=6778990592, free=10316820480)	72.7	858945117	10064373294
2020-12-15 17:36:01	13.2	svmem(total=17095811072, available=10318286848, percent=39.6, used=6777524224, free=10318286848)	72.7	858946839	10064385806
2020-12-15 17:36:04	14.2	svmem(total=17095811072, available=10316558336, percent=39.7, used=6779252736, free=10316558336)	72.7	858955067	10064409577
2020-12-15 17:36:07	13.6	svmem(total=17095811072, available=10318168064, percent=39.6, used=6777643008, free=10318168064)	72.7	858956327	10064425805
2020-12-15 17:36:10	12.7	svmem(total=17095811072, available=10320789504, percent=39.6, used=6775021568, free=10320789504)	72.7	858957499	10064440124
2020-12-15 17:36:13	13.5	svmem(total=17095811072, available=10322161664, percent=39.6, used=6773649408, free=10322161664)	72.7	858957979	10064450173
2020-12-15 17:36:16	13.6	svmem(total=17095811072, available=10324779008, percent=39.6, used=6771032064, free=10324779008)	72.7	858958821	10064460644
2020-12-15 17:36:19	12.9	svmem(total=17095811072, available=10327347200, percent=39.6, used=6768463872, free=10327347200)	72.7	858959541	10064470136
2020-12-15 17:36:22	13.5	svmem(total=17095811072, available=10329264128, percent=39.6, used=6766546944, free=10329264128)	72.7	858960021	10064483180
2020-12-15 17:36:25	13.1	svmem(total=17095811072, available=10331467776, percent=39.6, used=6764343296, free=10331467776)	72.7	858961253	10064493728
2020-12-15 17:36:28	14.1	svmem(total=17095811072, available=10378416128, percent=39.3, used=6717394944, free=10378416128)	72.7	858962845	10064504631
2020-12-15 17:36:31	13.1	svmem(total=17095811072, available=10391101440, percent=39.2, used=6704709632, free=10391101440)	72.7	858965125	10064514383
2020-12-15 17:36:34	13.0	svmem(total=17095811072, available=10394247168, percent=39.2, used=6701563904, free=10394247168)	72.7	858970105	10064531541
2020-12-15 17:36:37	14.0	svmem(total=17095811072, available=10396401664, percent=39.2, used=6699409408, free=10396401664)	72.7	858973737	10064549124
2020-12-15 17:36:40	13.1	svmem(total=17095811072, available=10398597120, percent=39.2, used=6697213952, free=10398597120)	72.7	858975449	10064564121
2020-12-15 17:36:43	14.2	svmem(total=17095811072, available=10401050624, percent=39.2, used=6694760448, free=10401050624)	72.7	858979085	10064577545
2020-12-15 17:36:46	13.1	svmem(total=17095811072, available=10403921920, percent=39.1, used=6691889152, free=10403921920)	72.7	858981400	10064588865
2020-12-15 17:36:49	13.6	svmem(total=17095811072, available=10406707200, percent=39.1, used=6689103872, free=10406707200)	72.7	858981880	10064599147
2020-12-15 17:36:52	12.9	svmem(total=17095811072, available=10409811968, percent=39.1, used=6685999104, free=10409811968)	72.7	858982541	10064609332
2020-12-15 17:36:56	13.1	svmem(total=17095811072, available=10412916736, percent=39.1, used=6682894336, free=10412916736)	72.7	858984136	10064626811
